CASE_NUMBER;CASE_STATUS;CASE_SUBMITTED;DECISION_DATE;VISA_CLASS;EMPLOYMENT_START_DATE;EMPLOYMENT_END_DATE;EMPLOYER_NAME;EMPLOYER_ADDRESS1;EMPLOYER_ADDRESS2;EMPLOYER_CITY;EMPLOYER_STATE;EMPLOYER_POSTAL_CODE;EMPLOYER_COUNTRY;EMPLOYER_PROVINCE;EMPLOYER_PHONE;EMPLOYER_PHONE_EXT;AGENT_ATTORNEY_NAME;AGENT_ATTORNEY_CITY;AGENT_ATTORNEY_STATE;JOB_TITLE;SOC_CODE;SOC_NAME;NAIC_CODE;TOTAL WORKERS;FULL_TIME_POSITION;PREVAILING_WAGE;PW_UNIT_OF_PAY;PW_WAGE_LEVEL;PW_WAGE_SOURCE;PW_WAGE_SOURCE_YEAR;PW_WAGE_SOURCE_OTHER;WAGE_RATE_OF_PAY;WAGE_UNIT_OF_PAY;H-1B_DEPENDENT;WILLFUL VIOLATOR;WORKSITE_CITY;WORKSITE_COUNTY;WORKSITE_STATE;WORKSITE_POSTAL_CODE
I-200-11136-715768;CERTIFIED;6/27/15;7/2/15;H-1B;06/29/2015;06/22/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;67059;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;68000 -;Year;Y;N;PROVIDENCE;PROVIDENCE;RI;02907
I-200-11137-682404;CERTIFIED;11/18/14;11/24/14;H-1B;05/13/2015;05/12/2018;"VMWARE, INC.";3401 HILLVIEW AVE;;PALO ALTO;CA;94304;UNITED STATES OF AMERICA;;5128133194;;JACQUELYN MARONEY;AUSTIN;TX;DOMAIN ARCHITECT;15-1143;COMPUTER NETWORK ARCHITECTS;541511;1;Y;131249.00;Year;;Other;2014;RADFORD GLOBAL TECHNOLOGY SURVEY;143749.00 -;Year;N;N;PALO ALTO;SANTA CLARA;CA;94304
I-200-11138-978927;CERTIFIED;6/27/15;7/2/15;H-1B;10/01/2015;09/30/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER USER INTERFACE;15-1134;WEB DEVELOPERS;541511;1;Y;37586;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;61800 -;Year;Y;N;LOUISVILLE;JEFFERSON;KY;40202
I-200-11139-452878;CERTIFIED-WITHDRAWN;5/19/11;10/15/14;H-1B;11/15/2011;11/14/2014;JPMORGAN CHASE & CO.;10 S. DEARBORN STREET;IL1-0043;CHICAGO;IL;60603;UNITED STATES OF AMERICA;;3127322655;;;;;ANALYST;13-2051.00;FINANCIAL ANALYSTS;551112;1;Y;61942;Year;Level I;OES;2010;OFLC ONLINE DATA CENTER;70000 -;Year;N;N;NEW YORK;NEW YORK;NY;10017
I-200-11139-503128;CERTIFIED;6/27/15;7/2/15;H-1B;06/29/2015;08/13/2016;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;62754;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;67000 -;Year;Y;N;NAPERVILLE;DUPAGE;IL;60563
I-200-11139-531448;CERTIFIED-WITHDRAWN;5/19/11;10/16/14;H-1B;11/01/2011;10/31/2014;INDIANA UNIVERSITY;601 E KIRKWOOD AVENUE;FRANKLIN HALL 306;BLOOMINGTON;IN;47405;UNITED STATES OF AMERICA;;8128559086;;;;;ASSISTANT PROFESSOR OF MARKETING;25-1011.00;"BUSINESS TEACHERS, POSTSECONDARY";611310;1;Y;35680;Year;Level I;OES;2010;;139100 -;Year;N;N;BLOOMINGTON;MONROE;IN;47405
I-200-11139-795481;CERTIFIED;6/30/15;7/7/15;H-1B;06/30/2015;09/12/2016;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;82451.00;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;83000 -;Year;Y;N;NORWALK;FAIRFIELD;CT;06851
I-200-11140-026685;CERTIFIED;6/30/15;7/7/15;H-1B;06/30/2015;09/30/2017;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;82451;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;83000 -;Year;Y;N;NORWALK;FAIRFIELD;CT;06851
I-200-11140-174608;CERTIFIED;6/29/15;7/6/15;H-1B;06/30/2015;06/24/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;70429;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;70500 -;Year;Y;N;BLOOMFIELD;HARTFORD;CT;06002
I-200-11140-222245;CERTIFIED;6/30/15;7/7/15;H-1B;06/30/2015;08/26/2016;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER USER INTERFACE;15-1134;WEB DEVELOPERS;541511;1;Y;66082.00;Year;Level III;OES;2014;OFLC ONLINE DATA CENTER;67000 -;Year;Y;N;BENSALEM;BUCKS;PA;19020
I-200-11140-482663;CERTIFIED;6/30/15;7/7/15;H-1B;06/30/2015;08/16/2017;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;82451;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;83000 -;Year;Y;N;NORWALK;FAIRFIELD;CT;06856
I-200-11140-973180;CERTIFIED;6/30/15;7/7/15;H-1B;06/30/2015;08/12/2016;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;66602;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;68000 -;Year;Y;N;PHILADELPHIA;PHILADELPHIA;PA;19103
I-200-11143-680573;CERTIFIED;6/30/15;7/7/15;H-1B;06/30/2015;08/05/2017;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;66602;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;68000 -;Year;Y;N;MALVERN;CHESTER;PA;19355
I-200-11144-370645;CERTIFIED;6/30/15;7/7/15;H-1B;06/30/2015;10/13/2015;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;ANALYST - TESTING;15-1199;"COMPUTER OCCUPATIONS, ALL OTHER";541511;1;Y;64314;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;74000 -;Year;Y;N;NEW YORK;NEW YORK;NY;10011
I-200-11144-535823;CERTIFIED;6/30/15;7/7/15;H-1B;06/30/2015;08/26/2016;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER USER INTERFACE;15-1134;WEB DEVELOPERS;541511;1;Y;73403;Year;Level III;OES;2014;OFLC ONLINE DATA CENTER;73500 -;Year;Y;N;FRAMINGHAM;MIDDLESEX;MA;01702
I-200-11145-274593;CERTIFIED;6/30/15;7/7/15;H-1B;06/30/2015;09/04/2016;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;ARCHITECT;15-1199;"COMPUTER OCCUPATIONS, ALL OTHER";541511;1;Y;62712;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;67000 -;Year;Y;N;EDEN PRAIRIE;HENNEPIN;MN;55344
I-200-11145-415550;CERTIFIED;6/30/15;7/7/15;H-1B;10/01/2015;09/30/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;SOFTWARE QUALITY ASSURANCE ENGINEER;15-1199;"COMPUTER OCCUPATIONS, ALL OTHER";541511;1;Y;58032;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;66100 -;Year;Y;N;BLOOMINGTON;MCLEAN;IL;61791
I-200-11145-913711;CERTIFIED;6/29/15;7/6/15;H-1B;06/30/2015;06/24/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;72613;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;73500 -;Year;Y;N;GREENWOOD VILLAGE;ARAPAHOE;CO;80111
I-200-11145-924068;CERTIFIED;6/29/15;7/6/15;H-1B;06/30/2015;06/24/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;59467;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;61000 -;Year;Y;N;BENTONVILLE;BENTON;AR;72712
I-200-11146-203760;CERTIFIED;6/30/15;7/7/15;H-1B;06/30/2015;09/06/2016;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;54704.00;Year;Level III;OES;2014;OFLC ONLINE DATA CENTER;61800 -;Year;Y;N;COLUMBUS;BARTHOLOMEW;IN;47201
I-200-11146-516623;CERTIFIED;6/30/15;7/7/15;H-1B;10/01/2015;09/30/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;SOFTWARE QUALITY ASSURANCE ENGINEER;15-1199;"COMPUTER OCCUPATIONS, ALL OTHER";541511;1;Y;58032;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;66100 -;Year;Y;N;BLOOMINGTON;MCLEAN;IL;61791
I-200-11146-898864;CERTIFIED;6/30/15;7/7/15;H-1B;10/01/2015;08/05/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;COMPUTER PROGRAMMER;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;56347;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;68600 -;Year;Y;N;BLOOMINGTON;MCLEAN;IL;61791
I-200-11147-441670;CERTIFIED-WITHDRAWN;5/31/11;10/13/14;H-1B;11/05/2011;11/04/2014;FEDERAL HOME LOAN MORTGAGE CO.;8250 JONES BRANCH DRIVE;MSA3E;MCLEAN;VA;22102;UNITED STATES OF AMERICA;;7039188838;;HAESUNG HAN;WASHINGTON;DC;"DEVELOPMENT, SENIOR";15-1021.00;COMPUTER PROGRAMMERS;522294;1;Y;95306;Year;Level IV;OES;2010;OFLC ONLINE DATA CENTER;95400 - 121600;Year;N;N;MCLEAN;FAIRFAX;VA;22102
I-200-11151-316247;CERTIFIED;6/30/15;7/7/15;H-1B;10/01/2015;09/30/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;WEB DEVELOPER;15-1134;WEB DEVELOPERS;541511;1;Y;37586;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;61800 -;Year;Y;N;LOUISVILLE;JEFFERSON;KY;40202
I-200-11151-656471;CERTIFIED;11/25/14;12/2/14;H-1B;12/15/2014;12/14/2017;"VMWARE, INC.";3401 HILLVIEW AVE;;PALO ALTO;CA;94304;UNITED STATES OF AMERICA;;5128133194;;JACQUELYN MARONEY;AUSTIN;TX;SENIOR PRODUCT MARKETING ENGINEER;15-1199;"COMPUTER OCCUPATIONS, ALL OTHER";541511;1;Y;109262.00;Year;;Other;2014;RADFORD GLOBAL TECHNOLOGY SURVEY;170000.00 -;Year;N;N;PALO ALTO;SANTA CLARA;CA;94304
I-200-11151-828118;CERTIFIED;6/29/15;7/6/15;H-1B;06/30/2015;06/25/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;67205;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;67500 -;Year;Y;N;DURHAM;DURHAM;NC;27709
I-200-11152-214318;CERTIFIED-WITHDRAWN;6/1/11;10/1/14;H-1B;10/01/2011;10/01/2014;"ORACLE AMERICA, INC.";500 ORACLE PARKWAY;;REDWOOD SHORES;CA;94065;UNITED STATES OF AMERICA;;6505067000;;JEFF APPLEMAN;SAN FRANCISCO;CA;SOFTWARE ENGINEER (SOFTWARE DEVELOPER 2);15-1031.00;"COMPUTER SOFTWARE ENGINEERS, APPLICATIONS";511210;1;Y;62600;Year;;Other;2010;TOWERS WATSON PROFESSIONAL SPECIALIZED SERVICES;65576 - 108202;Year;N;N;REDWOOD SHORES;SAN MATEO;CA;94065
I-200-11152-998260;CERTIFIED-WITHDRAWN;6/7/11;11/18/14;H-1B;12/01/2011;11/30/2014;FEDERAL HOME LOAN MORTGAGE CO.;8250 JONES BRANCH DRIVE;MSA3E;MCLEAN;VA;22102;UNITED STATES OF AMERICA;;7039188838;;HAESUNG HAN;WASHINGTON;DC;"DATABASE ADMINISTRATOR, PROFESSIONAL";15-1061.00;DATABASE ADMINISTRATORS;522294;1;Y;53394.00;Year;Level I;OES;2010;OFLC ONLINE DATA CENTER;53400 - 105200;Year;N;N;RESTON;FAIRFAX;VA;20190
I-200-11153-672543;CERTIFIED;2/17/15;2/23/15;H-1B;08/11/2015;08/10/2018;PHILLIPS 66 COMPANY;3010 BRIARPARK DRIVE;"PINNACLE WESTCHASE, OFFICE 9000";HOUSTON;TX;77042;UNITED STATES OF AMERICA;;2812936600;;LAURIE SNIDER;DALLAS;TX;ASSOCIATE SCIENTIST;19-2031;CHEMISTS;2111;1;Y;92518;Year;Level III;OES;2014;OFLC ONLINE DATA CENTER;97440 - 146160;Year;N;N;BARTLESVILLE;WASHINGTON;OK;74003
I-200-11154-027825;CERTIFIED-WITHDRAWN;6/7/11;10/9/14;H-1B;10/15/2011;10/14/2014;JACOBS PROJECT MANAGEMENT COMPANY;"1527 COLE BOULEVARD, BUILDING 2";;LAKEWOOD;CO;80401;UNITED STATES OF AMERICA;;3034627624;;JAMES PACK;IRVINE;CA;PROJECT ENGINEER 2;17-2051.00;CIVIL ENGINEERS;23622;1;Y;74630.00;Year;Level II;OES;2010;OFLC ONLINE DATA CENTER;74630 - 92335;Year;N;N;WASHINGTON;DISTRICT OF COLUMBIA;DC;20240
I-200-11154-093532;CERTIFIED;6/30/15;7/7/15;H-1B;06/30/2015;08/20/2017;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;ANALYST - TESTING;15-1199;"COMPUTER OCCUPATIONS, ALL OTHER";541511;1;Y;63357;Year;Level III;OES;2014;OFLC ONLINE DATA CENTER;68500 -;Year;Y;N;BRENTWOOD;WILLIAMSON;TN;37027
I-200-11154-152763;CERTIFIED;6/30/15;7/7/15;H-1B;10/01/2015;09/30/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER USER INTERFACE;15-1134;WEB DEVELOPERS;541511;1;Y;55848;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;69000 -;Year;Y;N;RICHMOND;HENRICO;VA;23230
I-200-11154-174754;CERTIFIED-WITHDRAWN;6/14/11;10/1/14;H-1B;12/06/2011;12/05/2014;FEDERAL HOME LOAN MORTGAGE CO.;8250 JONES BRANCH DRIVE;MSA3E;MCLEAN;VA;22102;UNITED STATES OF AMERICA;;7039188838;;HAESUNG HAN;WASHINGTON;DC;"DEVELOPMENT, PROFESSIONAL";15-1021.00;COMPUTER PROGRAMMERS;522294;1;Y;55432.00;Year;Level I;OES;2010;OFLC ONLINE DATA CENTER;55500 - 110000;Year;N;N;MCLEAN;FAIRFAX;VA;22102
I-200-11154-524859;CERTIFIED;6/29/15;7/6/15;H-1B;06/30/2015;06/24/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;ANALYST - TESTING;15-1199;"COMPUTER OCCUPATIONS, ALL OTHER";541511;1;Y;53435;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;64700 -;Year;Y;N;GREENVILLE;GREENVILLE;SC;29607
I-200-11154-629410;CERTIFIED;6/30/15;7/7/15;H-1B;06/30/2015;08/20/2016;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER USER INTERFACE;15-1134;WEB DEVELOPERS;541511;1;Y;56430;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;63100 -;Year;Y;N;PORTSMOUTH;ROCKINGHAM;NH;03801
I-200-11158-671272;CERTIFIED-WITHDRAWN;6/7/11;10/8/14;H-1B;11/03/2011;11/02/2014;INFORMATICA CORPORATION;100 CARDINAL WAY;;REDWOOD CITY;CA;94063;UNITED STATES OF AMERICA;;6503855187;;CHRISTIAN HERRMANN;SANTA CLARA;CA;SENIOR TECHNICAL SUPPORT ENGINEER;15-1051.00;COMPUTER SYSTEMS ANALYSTS;541510;1;Y;79394;Year;Level II;OES;2010;OFLC ONLINE DATA CENTER;81535.92 -;Year;N;N;REDWOOD CITY;SAN MATEO COUNTY;CA;94063
I-200-11158-693079;CERTIFIED;6/29/15;7/6/15;H-1B;06/30/2015;06/24/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER USER INTERFACE;15-1134;WEB DEVELOPERS;541511;1;Y;58032;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;73500 -;Year;Y;N;LITTLETON;ARAPAHOE;CO;80120
I-200-11158-787999;CERTIFIED;6/30/15;7/7/15;H-1B;06/30/2015;09/30/2015;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;69056;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;70000 -;Year;Y;N;RESTON;FAIRAX;VA;20191
I-200-11159-054966;CERTIFIED;6/30/15;7/7/15;H-1B;10/01/2015;09/30/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;SOFTWARE TESTER;15-1199;"COMPUTER OCCUPATIONS, ALL OTHER";541511;1;Y;57886;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;66900 -;Year;Y;N;JACKSONVILLE;DUVAL;FL;32258
I-200-11159-172235;CERTIFIED;6/29/15;7/6/15;H-1B;06/30/2015;06/25/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;ANALYST - TESTING;15-1199;"COMPUTER OCCUPATIONS, ALL OTHER";541511;1;Y;62878;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;75000 -;Year;Y;N;NEWARK;NEW CASTLE;DE;19711
I-200-11159-491184;CERTIFIED;6/30/15;7/7/15;H-1B;06/30/2015;06/25/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;61589;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;63500 -;Year;Y;N;COLUMBUS;FRANKLIN;OH;43240
I-200-11159-534424;CERTIFIED;6/30/15;7/7/15;H-1B;06/30/2015;09/04/2016;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;DEVELOPER;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;62754;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;67000 -;Year;Y;N;CHICAGO;COOK;IL;60604
I-200-11160-207538;CERTIFIED;3/9/15;3/18/15;H-1B;09/08/2015;09/08/2018;E.I. DU PONT DE NEMOURS AND COMPANY;"1007 MARKET STREET, D-7031";;WILMINGTON;DE;19898;UNITED STATES OF AMERICA;;3027730451;;LAWRENCE RUDNICK;PHILADELPHIA;PA;RESEARCH INVESTIGATOR - PLANT PATHOLOGY;19-1013;SOIL AND PLANT SCIENTISTS;325199;1;Y;54205.00;Year;Level III;OES;2014;OFLC ONLINE DATA CENTER;82135 - 128340;Year;N;N;NEWARK;NEW CASTLE;DE;19711
I-200-11160-911223;CERTIFIED;7/28/15;8/3/15;H-1B;08/31/2015;08/30/2018;BEHAVIOR ANALYST;P.O. BOX 938;20 NORTH 13TH ST.;MURPHYSBORO;IL;62966;UNITED STATES OF AMERICA;;6186872378;;NANCY VIZER;CHICAGO;IL;BEHAVIOR ANALYST;21-1015;REHABILITATION COUNSELORS;621330;1;Y;27810;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;43327 - 50000;Year;N;N;MURPHYSBORO;JACKSON;IL;62966
I-200-11161-996213;DENIED;5/13/15;5/19/15;H-1B;10/01/2011;09/30/2014;DELL MARKETING LP;ONE DELL WAY;;ROUND ROCK;TX;78682;UNITED STATES OF AMERICA;;5127230398;;Marifrances Morrison;RALEIGH;NC;NETWORK SUPPORT ANALYST;15-1041.00;COMPUTER SUPPORT SPECIALISTS;334110;1;Y;47070;Year;Level II;OES;2010;OFLC ONLINE DATA CENTER;50000 -;Year;N;N;NEW YORK;NEW YORK;NY;10007
I-200-11164-001181;CERTIFIED;6/30/15;7/7/15;H-1B;06/30/2015;06/25/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;SYSTEM ADMINISTRATOR;15-1142;NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS;541511;1;Y;59134;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;63100 -;Year;Y;N;ALCOA;BLOUNT;TN;37701
I-200-11164-471858;CERTIFIED-WITHDRAWN;6/13/11;8/9/15;H-1B;09/24/2011;09/23/2014;MAP-IT SOLUTIONS INC;8510 S STEPHANIE LN;;TEMPE;AZ;85284;UNITED STATES OF AMERICA;;4806265039;;;;;QUALITY ANALYST;15-1021.00;COMPUTER PROGRAMMERS;54151;1;Y;55432.00;Year;Level I;Other;2011;OFLC ONLINE DATA CENTER;55432.00 -;Year;N;N;STERLING;LOUDOUN;VA;20166
I-200-11165-043868;CERTIFIED;6/30/15;7/7/15;H-1B;06/30/2015;05/15/2017;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;ARCHITECT;15-1199;"COMPUTER OCCUPATIONS, ALL OTHER";541511;1;Y;76918;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;85500 -;Year;Y;N;FOSTER CITY;SAN MATEO;CA;94404
I-200-11165-140261;CERTIFIED;11/25/14;12/2/14;H-1B;12/15/2014;12/14/2017;"VMWARE, INC.";3401 HILLVIEW AVE;;PALO ALTO;CA;94304;UNITED STATES OF AMERICA;;5128133194;;JACQUELYN MARONEY;AUSTIN;TX;MEMBER OF TECHNICAL STAFF - SOFTWARE ENGINEERING;15-1132;"SOFTWARE DEVELOPERS, APPLICATIONS";541511;1;Y;97108.00;Year;;Other;2014;RADFORD GLOBAL TECHNOLOGY SURVEY;127000.00 -;Year;N;N;PALO ALTO;SANTA CLARA;CA;94304
